day,entity,product,payment_method,anticipation_method,installments,monthly_tier,amount_transacted,fee_revenue,effective_fee_rate
2025-01-06,PJ,pos,credit,D1Anticipation,5,>80000,701022.86,40589.223594,0.05790000000000001
2025-01-06,PJ,pos,credit,D1Anticipation,5,>80000,416664.21,24124.857759,0.05789999999999999
2025-01-06,PJ,pos,credit,D0/Nitro,5,<=20000,14696.84,2026.694236,0.1379
2025-01-06,PJ,pos,credit,D1Anticipation,5,>80000,334530.8,19369.33332,0.05790000000000001
2025-01-06,PJ,tap,credit,D1Anticipation,5,>80000,877170.98,50788.199742,0.0579
2025-01-06,PJ,link,credit,D1Anticipation,5,>80000,177094.14,23535.811206,0.1329
2025-01-06,PJ,tap,credit,D1Anticipation,5,>80000,96734.69,5600.938551,0.0579
2025-01-06,PF,link,credit,D1Anticipation,5,<=20000,8223.69,1092.928401,0.1329
2025-01-06,PF,tap,credit,D0/Nitro,5,>80000,1478848.83,203933.253657,0.1379
2025-01-06,PJ,link,credit,D1Anticipation,5,>80000,928965.9,123459.56811,0.1329
2025-01-06,PJ,tap,credit,D1Anticipation,5,40001-80000,52991.68,3216.594976,0.0607
2025-01-06,PJ,tap,credit,D1Anticipation,5,40001-80000,69069.43,4192.514400999999,0.0607
2025-01-06,PF,pos,credit,D1Anticipation,5,<=20000,16820.16,1301.8803839999998,0.0774
2025-01-06,PJ,link,credit,D1Anticipation,5,40001-80000,45665.1,6068.89179,0.1329
2025-01-06,PJ,link,credit,D1Anticipation,5,>80000,87855.66,11676.017214,0.1329
2025-01-06,PJ,tap,credit,D0/Nitro,5,>80000,273901.42,37771.005818,0.1379
2025-01-06,PF,link,credit,D1Anticipation,5,<=20000,4059.38,539.491602,0.1329
2025-01-06,PJ,link,credit,D0/Nitro,5,<=20000,10400.95,915.2836,0.088
2025-01-06,PJ,link,credit,D0/Nitro,5,<=20000,451.23,39.70824,0.08800000000000001
2025-01-06,PF,link,credit,D0/Nitro,5,<=20000,1100.0,96.8,0.088
2025-01-06,PJ,tap,credit,D0/Nitro,5,<=20000,439.0,60.5381,0.1379
2025-01-06,PJ,link,credit,D0/Nitro,6,>80000,239636.27,23172.827309,0.09670000000000001
2025-01-06,PJ,tap,credit,D1Anticipation,6,40001-80000,48641.48,3220.065976,0.0662
2025-01-06,PJ,link,credit,D1Anticipation,6,>80000,1099418.52,153808.650948,0.1399
2025-01-06,PJ,link,credit,D1Anticipation,6,>80000,143132.47,20024.232553,0.1399
2025-01-06,PF,link,credit,D0/Nitro,6,>80000,442856.81,42824.253527,0.09670000000000001
2025-01-06,PJ,pos,credit,D1Anticipation,6,>80000,604264.83,38008.257807,0.06290000000000001
2025-01-06,PF,pos,credit,D0/Nitro,6,<=20000,4000.0,579.6,0.1449
2025-01-06,PJ,tap,credit,D0/Nitro,6,<=20000,4325.32,626.7388679999999,0.1449
2025-01-06,PJ,pos,credit,D1Anticipation,6,>80000,2851411.76,179353.79970399998,0.0629
2025-01-06,PJ,tap,credit,D1Anticipation,6,>80000,830597.65,52244.592185,0.0629
2025-01-06,PJ,link,credit,D0/Nitro,6,<=20000,18882.83,1825.969661,0.0967
2025-01-06,PF,tap,credit,D1Anticipation,6,>80000,2014618.48,126719.502392,0.0629
2025-01-06,PJ,link,credit,D1Anticipation,6,>80000,276357.79,38662.454821,0.1399
2025-01-06,PJ,link,credit,D0/Nitro,6,<=20000,11759.97,1137.189099,0.0967
2025-01-06,PF,pos,credit,D1Anticipation,6,<=20000,14773.76,1248.38272,0.0845
2025-01-06,PJ,pos,credit,D0/Nitro,6,<=20000,5885.0,852.7365,0.1449
2025-01-06,PJ,pos,credit,D0/Nitro,6,<=20000,7805.87,1131.070563,0.1449
2025-01-06,PF,link,credit,D1Anticipation,6,>80000,705667.42,98722.872058,0.13989999999999997
2025-01-06,PJ,pos,credit,D1Anticipation,6,>80000,892750.46,56154.00393399999,0.0629
2025-01-06,PJ,tap,credit,D1Anticipation,6,>80000,114721.42,7215.977317999999,0.0629
2025-01-06,PF,link,credit,D1Anticipation,6,<=20000,1150.0,160.885,0.1399
2025-01-06,PJ,pos,credit,D0/Nitro,6,>80000,203271.3,29454.01137,0.1449
2025-01-06,PF,tap,credit,D0/Nitro,6,>80000,1117608.35,161941.449915,0.1449
2025-01-06,PF,tap,credit,D1Anticipation,6,<=20000,4606.69,389.265305,0.0845
2025-01-06,PJ,tap,credit,D1Anticipation,6,40001-80000,49390.08,3269.623296,0.06620000000000001
2025-01-06,PJ,link,credit,D0/Nitro,6,<=20000,2112.0,204.2304,0.09670000000000001
2025-01-06,PJ,link,credit,D1Anticipation,6,>80000,147344.18,20613.450782,0.1399
2025-01-06,PJ,tap,credit,D0/Nitro,6,>80000,205687.12,29804.063688,0.1449
2025-01-06,PJ,pos,credit,D0/Nitro,6,20001-40000,29922.59,4335.783291,0.1449
2025-01-06,PJ,pos,credit,D1Anticipation,6,>80000,588334.01,37006.209229,0.0629
2025-01-06,PJ,tap,credit,D1Anticipation,7,40001-80000,58874.63,4221.310971,0.0717
2025-01-06,PJ,pos,credit,D1Anticipation,7,40001-80000,71702.24,5141.0506080000005,0.0717
2025-01-06,PF,tap,credit,D1Anticipation,7,>80000,780458.46,53149.22112599999,0.0681
2025-01-06,PF,link,credit,D0/Nitro,7,>80000,150810.23,18987.007957,0.1259
2025-01-06,PJ,pos,credit,D1Anticipation,7,>80000,169959.06,11574.211985999998,0.0681
2025-01-06,PJ,link,credit,D0/Nitro,7,<=20000,3309.96,416.723964,0.1259
2025-01-06,PJ,pos,credit,D0/Nitro,7,20001-40000,31172.12,4828.561388,0.1549
2025-01-06,PJ,link,credit,D1Anticipation,7,<=20000,10271.2,1539.65288,0.1499
2025-01-06,PF,tap,credit,D0/Nitro,7,>80000,397888.45,61632.920905000006,0.1549
2025-01-06,PJ,tap,credit,D0/Nitro,7,40001-80000,50254.52,7784.425148,0.1549
2025-01-06,PJ,link,credit,D0/Nitro,7,20001-40000,38725.31,4875.516529,0.1259
2025-01-06,PJ,pos,credit,D1Anticipation,7,40001-80000,66966.12,4801.470804,0.0717
2025-01-06,PJ,link,credit,D1Anticipation,7,<=20000,7522.36,1127.601764,0.1499
2025-01-06,PF,pos,credit,D1Anticipation,7,<=20000,11731.41,1074.597156,0.0916
2025-01-06,PJ,tap,credit,D1Anticipation,7,>80000,294613.01,20063.145981,0.06810000000000001
2025-01-06,PF,tap,credit,D0/Nitro,7,<=20000,2352.67,364.42858300000006,0.1549
2025-01-06,PJ,link,credit,D1Anticipation,7,<=20000,3573.45,535.660155,0.1499
2025-01-06,PF,link,credit,D1Anticipation,7,>80000,102363.06,15344.222694,0.1499
2025-01-06,PJ,pos,credit,D1Anticipation,7,>80000,565484.46,38509.49172599999,0.0681
2025-01-06,PJ,link,credit,D1Anticipation,7,>80000,157020.44,23537.363956,0.1499
2025-01-06,PJ,link,credit,D0/Nitro,7,<=20000,3886.94,489.36574600000006,0.1259
2025-01-06,PJ,pos,credit,D1Anticipation,8,>80000,131459.48,9583.396092,0.0729
2025-01-06,PJ,pos,credit,D0/Nitro,8,40001-80000,66587.39,10713.911051,0.1609
2025-01-06,PJ,tap,credit,D1Anticipation,8,40001-80000,40150.12,3099.589264,0.0772
2025-01-06,PF,link,credit,D0/Nitro,8,>80000,189659.98,25452.369316000004,0.1342
2025-01-06,PJ,link,credit,D1Anticipation,8,40001-80000,59053.87,9206.498333,0.15589999999999998
2025-01-06,PJ,pos,credit,D1Anticipation,8,>80000,1125757.69,82067.73560100001,0.0729
2025-01-06,PJ,link,credit,D1Anticipation,8,>80000,252476.03,39361.013077,0.1559
2025-01-06,PJ,link,credit,D1Anticipation,8,40001-80000,46253.8,7210.967420000001,0.1559
2025-01-06,PJ,pos,credit,D0/Nitro,8,<=20000,6852.42,1102.5543779999998,0.16089999999999996
2025-01-06,PJ,link,credit,D1Anticipation,8,<=20000,6324.68,986.017612,0.15589999999999998
2025-01-06,PJ,link,credit,D0/Nitro,8,40001-80000,75883.4,10183.55228,0.1342
2025-01-06,PJ,pos,credit,D1Anticipation,8,>80000,228943.11,16689.952719,0.0729
2025-01-06,PJ,tap,credit,D1Anticipation,8,<=20000,7923.59,781.2659739999999,0.0986
2025-01-06,PJ,pos,credit,D0/Nitro,8,<=20000,1000.0,160.89999999999998,0.1609
2025-01-06,PF,tap,credit,D1Anticipation,8,<=20000,4080.0,402.288,0.09860000000000001
2025-01-06,PJ,pos,credit,D1Anticipation,8,>80000,334121.74,24357.474846,0.0729
2025-01-06,PF,pos,credit,D1Anticipation,8,<=20000,9811.79,967.442494,0.0986
2025-01-06,PJ,pos,credit,D0/Nitro,8,<=20000,6000.0,965.4,0.1609
2025-01-06,PJ,tap,credit,D0/Nitro,8,<=20000,1656.21,266.484189,0.16090000000000002
2025-01-06,PJ,tap,credit,D1Anticipation,8,>80000,458275.45,33408.280305,0.07289999999999999
2025-01-06,PJ,link,credit,D0/Nitro,8,<=20000,8692.16,1166.4878720000002,0.1342
2025-01-06,PJ,link,credit,D0/Nitro,8,<=20000,5693.21,764.0287820000001,0.1342
2025-01-06,PF,link,credit,D1Anticipation,8,>80000,139200.76,21701.398484,0.1559
2025-01-06,PF,tap,credit,D0/Nitro,8,>80000,575739.81,92636.535429,0.1609
2025-01-06,PJ,tap,credit,D0/Nitro,8,>80000,99360.85,15987.160765,0.1609
2025-01-06,PJ,tap,credit,D1Anticipation,8,20001-40000,26276.3,2133.63556,0.08120000000000001
2025-01-06,PF,tap,credit,D1Anticipation,8,>80000,1132718.02,82575.14365800002,0.0729
2025-01-06,PF,link,credit,D1Anticipation,9,40001-80000,53378.05,8641.906295,0.16190000000000002
2025-01-06,PJ,pos,credit,D0/Nitro,9,<=20000,10089.1,1683.87079,0.1669
2025-01-06,PJ,pos,credit,D0/Nitro,9,<=20000,208.8,34.84872,0.1669
2025-01-06,PJ,link,credit,D1Anticipation,9,<=20000,450.0,72.85499999999999,0.1619
2025-01-06,PJ,tap,credit,D1Anticipation,9,20001-40000,31646.75,2753.26725,0.087
2025-01-06,PJ,link,credit,D0/Nitro,9,<=20000,1320.37,188.152725,0.14250000000000002
2025-01-06,PJ,pos,credit,D1Anticipation,9,20001-40000,27604.0,2401.548,0.087
2025-01-06,PJ,link,credit,D1Anticipation,9,<=20000,8505.72,1377.076068,0.16190000000000002
2025-01-06,PF,tap,credit,D0/Nitro,9,>80000,183332.71,30598.229299,0.1669
2025-01-06,PJ,pos,credit,D1Anticipation,9,20001-40000,26301.54,2288.23398,0.087
2025-01-06,PJ,tap,credit,D1Anticipation,9,>80000,158116.69,12348.913489,0.0781
2025-01-06,PF,tap,credit,D1Anticipation,9,>80000,357676.73,27934.552613,0.0781
2025-01-06,PJ,link,credit,D1Anticipation,9,40001-80000,55626.97,9006.006443,0.1619
2025-01-06,PF,link,credit,D0/Nitro,9,40001-80000,76467.16,10896.5703,0.1425
2025-01-06,PJ,pos,credit,D1Anticipation,9,20001-40000,38949.32,3388.59084,0.087
2025-01-06,PJ,tap,credit,D1Anticipation,9,<=20000,6857.0,723.4135,0.1055
2025-01-06,PJ,pos,credit,D1Anticipation,9,>80000,247965.47,19366.103207,0.0781
2025-01-06,PF,pos,credit,D1Anticipation,9,<=20000,3347.47,353.158085,0.10550000000000001
2025-01-06,PJ,tap,credit,D1Anticipation,9,>80000,92400.0,7216.44,0.07809999999999999
2025-01-06,PJ,tap,credit,D0/Nitro,9,<=20000,8074.25,1347.5923249999998,0.1669
2025-01-06,PJ,link,credit,D0/Nitro,9,<=20000,15814.59,2253.579075,0.14250000000000002
2025-01-06,PF,tap,credit,D1Anticipation,10,<=20000,14169.79,1591.267417,0.1123
2025-01-06,PJ,pos,credit,D0/Nitro,10,40001-80000,72355.38,12582.600582,0.17389999999999997
2025-01-06,PF,tap,credit,D0/Nitro,10,>80000,2138079.39,371812.005921,0.17389999999999997
2025-01-06,PJ,link,credit,D0/Nitro,10,>80000,315690.76,47543.02845600001,0.1506
2025-01-06,PJ,pos,credit,D1Anticipation,10,>80000,1104658.13,91576.158977,0.0829
2025-01-06,PJ,tap,credit,D1Anticipation,10,>80000,387941.76,32160.371904,0.0829
2025-01-06,PJ,link,credit,D1Anticipation,10,>80000,212033.65,35812.483485,0.1689
2025-01-06,PJ,link,credit,D0/Nitro,10,<=20000,5055.94,761.424564,0.1506
2025-01-06,PF,pos,credit,D0/Nitro,10,<=20000,5503.07,956.983873,0.1739
2025-01-06,PJ,pos,credit,D1Anticipation,10,>80000,1464359.21,121395.378509,0.0829
2025-01-06,PF,link,credit,D0/Nitro,10,<=20000,1450.0,218.37,0.1506
2025-01-06,PF,link,credit,D1Anticipation,10,>80000,649658.73,109727.359497,0.1689
2025-01-06,PF,tap,credit,D1Anticipation,10,>80000,5940068.31,492431.662899,0.0829
2025-01-06,PJ,link,credit,D0/Nitro,10,20001-40000,31253.44,4706.768064,0.1506
2025-01-06,PJ,link,credit,D1Anticipation,10,>80000,179306.25,30284.825625,0.1689
2025-01-06,PF,tap,credit,D0/Nitro,10,<=20000,3026.27,526.268353,0.17390000000000003
2025-01-06,PJ,tap,credit,D0/Nitro,10,<=20000,4632.45,805.583055,0.1739
2025-01-06,PJ,tap,credit,D0/Nitro,10,>80000,296530.23,51566.606997,0.17390000000000003
2025-01-06,PJ,tap,credit,D1Anticipation,10,>80000,2990077.01,247877.384129,0.08290000000000002
2025-01-06,PJ,pos,credit,D1Anticipation,10,>80000,2052673.98,170166.672942,0.0829
2025-01-06,PJ,pos,credit,D1Anticipation,10,>80000,7446221.31,617291.746599,0.0829
2025-01-06,PJ,link,credit,D1Anticipation,10,>80000,1241125.04,209626.019256,0.1689
2025-01-06,PJ,pos,credit,D0/Nitro,10,<=20000,19534.0,3396.9626,0.1739
2025-01-06,PJ,pos,credit,D0/Nitro,10,<=20000,5721.65,994.994935,0.17390000000000003
2025-01-06,PJ,link,credit,D1Anticipation,10,>80000,187606.9,31686.80541,0.16890000000000002
2025-01-06,PJ,link,credit,D0/Nitro,10,20001-40000,30068.29,4528.284474,0.15059999999999998
2025-01-06,PF,link,credit,D0/Nitro,10,>80000,771790.95,116231.71707,0.1506
2025-01-06,PJ,tap,credit,D1Anticipation,10,>80000,279261.22,23150.755138,0.08290000000000002
2025-01-06,PJ,tap,credit,D0/Nitro,10,<=20000,9655.49,1679.089711,0.1739
2025-01-06,PJ,tap,credit,D1Anticipation,10,>80000,292169.7,24220.868130000003,0.0829
2025-01-06,PJ,pos,credit,D0/Nitro,10,>80000,351830.12,61183.257868,0.1739
2025-01-06,PF,pos,credit,D1Anticipation,10,40001-80000,40706.5,3578.1013500000004,0.0879
2025-01-06,PJ,pos,credit,D1Anticipation,11,20001-40000,27206.85,2679.874725,0.0985
2025-01-06,PF,tap,credit,D1Anticipation,11,<=20000,2521.01,300.252291,0.1191
2025-01-06,PJ,tap,credit,D1Anticipation,11,<=20000,1529.89,182.209899,0.1191
2025-01-06,PJ,pos,credit,D0/Nitro,11,<=20000,1892.0,347.9388,0.1839
2025-01-06,PJ,pos,credit,D1Anticipation,11,20001-40000,21478.06,2115.5889100000004,0.09850000000000002
2025-01-06,PJ,pos,credit,D0/Nitro,11,<=20000,7896.49,1452.164511,0.1839
2025-01-06,PF,link,credit,D1Anticipation,11,20001-40000,23302.61,4168.836929,0.1789
2025-01-06,PJ,tap,credit,D1Anticipation,11,20001-40000,24491.39,2412.401915,0.0985
2025-01-06,PJ,tap,credit,D0/Nitro,11,<=20000,2500.0,459.75,0.1839
2025-01-06,PJ,tap,credit,D1Anticipation,11,<=20000,4400.0,524.04,0.1191
2025-01-06,PJ,pos,credit,D1Anticipation,11,>80000,107202.53,9423.102387,0.0879
2025-01-06,PJ,link,credit,D1Anticipation,11,40001-80000,49032.97,8771.998333,0.17889999999999998
2025-01-06,PJ,pos,credit,D1Anticipation,11,20001-40000,34538.24,3402.01664,0.0985
2025-01-06,PF,tap,credit,D0/Nitro,11,40001-80000,70937.18,13045.347402,0.1839
2025-01-06,PJ,link,credit,D1Anticipation,11,<=20000,150.0,26.835,0.1789
2025-01-06,PJ,tap,credit,D1Anticipation,11,>80000,97619.59,8580.761961,0.0879
2025-01-06,PJ,pos,credit,D0/Nitro,11,<=20000,1039.5,191.16405,0.1839
2025-01-06,PJ,link,credit,D0/Nitro,11,<=20000,476.66,75.645942,0.1587
2025-01-06,PJ,tap,credit,D0/Nitro,11,<=20000,2804.86,515.813754,0.1839
2025-01-06,PJ,link,credit,D1Anticipation,11,<=20000,6843.19,1224.246691,0.17890000000000003
2025-01-06,PF,tap,credit,D1Anticipation,11,>80000,168082.43,14774.445597,0.0879
2025-01-06,PF,link,credit,D0/Nitro,11,<=20000,17745.93,2816.2790910000003,0.1587
2025-01-06,PJ,link,credit,D1Anticipation,11,20001-40000,23772.74,4252.943186,0.1789
2025-01-06,PJ,link,credit,D0/Nitro,11,<=20000,11128.19,1766.0437530000002,0.1587
2025-01-06,PJ,tap,credit,D1Anticipation,12,>80000,116526.83,10813.689824,0.0928
2025-01-06,PJ,link,credit,D1Anticipation,12,>80000,245512.75,44904.281975000005,0.18290000000000003
2025-01-06,PJ,pos,credit,D1Anticipation,12,>80000,1371966.82,127318.520896,0.0928
2025-01-06,PJ,link,credit,D1Anticipation,12,>80000,815373.14,149131.747306,0.1829
2025-01-06,PJ,link,credit,D1Anticipation,12,>80000,180336.84,32983.608036,0.18289999999999998
2025-01-06,PJ,link,credit,D0/Nitro,12,<=20000,8575.61,1428.6966260000002,0.1666
2025-01-06,PJ,tap,credit,D1Anticipation,12,>80000,474934.96,44073.964288,0.09280000000000001
2025-01-06,PJ,link,credit,D0/Nitro,12,<=20000,8318.67,1385.890422,0.1666
2025-01-06,PJ,pos,credit,D0/Nitro,12,<=20000,588.0,110.4852,0.1879
2025-01-06,PF,tap,credit,D0/Nitro,12,>80000,1707049.54,320754.608566,0.1879
2025-01-06,PJ,tap,credit,D1Anticipation,12,>80000,2536687.84,235404.631552,0.09280000000000001
2025-01-06,PJ,pos,credit,D1Anticipation,12,>80000,998734.78,92682.587584,0.0928
2025-01-06,PJ,tap,credit,D0/Nitro,12,<=20000,7500.0,1409.25,0.1879
2025-01-06,PF,tap,credit,D1Anticipation,12,20001-40000,30277.77,3151.915857,0.1041
2025-01-06,PF,tap,credit,D1Anticipation,12,>80000,4065646.99,377292.040672,0.0928
2025-01-06,PJ,tap,credit,D0/Nitro,12,>80000,216974.4,40769.48976,0.18789999999999998
2025-01-06,PJ,pos,credit,D1Anticipation,12,>80000,5301139.97,491945.789216,0.09280000000000001
2025-01-06,PJ,link,credit,D0/Nitro,12,<=20000,19331.26,3220.5879159999995,0.1666
2025-01-06,PJ,pos,credit,D1Anticipation,12,>80000,1021022.71,94750.907488,0.09280000000000001
2025-01-06,PJ,link,credit,D0/Nitro,12,>80000,296577.23,49409.766518,0.1666
2025-01-06,PF,tap,credit,D0/Nitro,12,<=20000,6526.31,1226.2936490000002,0.1879
2025-01-06,PJ,tap,credit,D0/Nitro,12,20001-40000,21042.08,3953.8068320000007,0.1879
2025-01-06,PJ,tap,credit,D0/Nitro,12,20001-40000,22884.29,4299.958091,0.1879
2025-01-06,PJ,tap,credit,D1Anticipation,12,>80000,516325.24,47914.982272,0.09280000000000001
2025-01-06,PF,tap,credit,D1Anticipation,12,40001-80000,55285.28,5445.60008,0.0985
2025-01-06,PJ,pos,credit,D0/Nitro,12,<=20000,10000.0,1879.0,0.1879
2025-01-06,PF,link,credit,D0/Nitro,12,>80000,584136.74,97317.180884,0.1666
2025-01-06,PJ,pos,credit,D0/Nitro,12,>80000,218641.53,41082.743487,0.1879
2025-01-06,PJ,pos,credit,D0/Nitro,12,<=20000,18940.0,3558.826,0.1879
2025-01-06,PF,link,credit,D1Anticipation,12,>80000,557857.02,102032.048958,0.18289999999999998
2025-01-06,PF,pos,credit,D1Anticipation,12,20001-40000,23254.73,2420.817393,0.1041
2025-01-06,PF,link,credit,D0/Nitro,12,<=20000,4000.0,666.4,0.1666
2025-01-06,PJ,link,credit,D1Anticipation,12,40001-80000,41712.0,7629.1248,0.18289999999999998
2025-01-07,PF,tap,credit,D1Anticipation,1,>80000,7545869.14,224866.900372,0.0298
2025-01-07,PJ,tap,credit,D1Anticipation,1,>80000,2405554.26,71685.51694799999,0.0298
2025-01-07,PJ,tap,credit,D0/Nitro,1,>80000,1478629.39,88569.900461,0.0599
2025-01-07,PF,bank_slip,BankSlip,BankSlip,1,>80000,291064.42,0.0,0.0
2025-01-07,PJ,tap,debit,D1Anticipation,1,20001-40000,25805.32,270.95586000000003,0.0105
2025-01-07,PJ,pix,Pix,Pix,1,>80000,3455330.92,0.0,0.0
2025-01-07,PJ,pos,credit,D1Anticipation,1,>80000,1096770.38,32683.757324,0.0298
2025-01-07,PF,pos,debit,D0/Nitro,1,20001-40000,27786.6,775.24614,0.0279
2025-01-07,PJ,tap,debit,D0/Nitro,1,<=20000,360.18,10.049022,0.0279
2025-01-07,PJ,link,credit,D0/Nitro,1,20001-40000,20360.39,855.13638,0.042
2025-01-07,PF,tap,credit,D0/Nitro,1,<=20000,790.0,47.321,0.059899999999999995
2025-01-07,PF,tap,debit,D1Anticipation,1,>80000,909845.58,8552.548451999999,0.009399999999999999
2025-01-07,PJ,link,credit,D1Anticipation,1,>80000,1400953.51,76912.34769899999,0.05489999999999999
2025-01-07,PF,pos,debit,D1Anticipation,1,40001-80000,79733.72,789.3638280000001,0.0099
2025-01-07,PJ,tap,credit,D1Anticipation,1,>80000,276278.76,8233.107048,0.0298
2025-01-07,PJ,bank_slip,BankSlip,BankSlip,1,<=20000,602.5,0.0,0.0
2025-01-07,PF,tap,debit,D0/Nitro,1,<=20000,462.38,12.900402,0.0279
2025-01-07,PF,link,credit,D0/Nitro,1,<=20000,3389.61,142.36362000000003,0.042
2025-01-07,PJ,tap,debit,D0/Nitro,1,<=20000,474.31,13.233249,0.0279
2025-01-07,PJ,tap,debit,D0/Nitro,1,<=20000,3712.29,103.572891,0.0279
2025-01-07,PF,tap,debit,D1Anticipation,1,<=20000,50.0,0.7849999999999999,0.0157
2025-01-07,PF,tap,credit,D1Anticipation,1,<=20000,2001.1,68.83784,0.0344
2025-01-07,PJ,pix,Pix,Pix,1,>80000,19184436.42,0.0,0.0
2025-01-07,PJ,pos,debit,D1Anticipation,1,>80000,4184966.49,39338.68500600001,0.0094
2025-01-07,PJ,tap,credit,D0/Nitro,1,<=20000,10492.75,628.515725,0.059899999999999995
2025-01-07,PF,pos,debit,D1Anticipation,1,<=20000,1656.0,25.9992,0.0157
2025-01-07,PF,tap,debit,D0/Nitro,1,>80000,4180172.12,116626.802148,0.0279
2025-01-07,PF,tap,credit,D0/Nitro,1,>80000,12951921.93,775820.123607,0.0599
2025-01-07,PJ,bank_slip,BankSlip,BankSlip,1,>80000,446712.22,0.0,0.0
2025-01-07,PJ,pos,credit,D1Anticipation,1,>80000,10670640.7,317985.09286,0.0298
2025-01-07,PJ,pos,debit,D1Anticipation,1,>80000,13173072.0,123826.8768,0.0094
2025-01-07,PJ,link,credit,D0/Nitro,1,<=20000,13680.28,574.57176,0.042
2025-01-07,PF,pos,credit,D1Anticipation,1,40001-80000,55842.79,1719.957932,0.0308
2025-01-07,PF,pos,credit,D0/Nitro,1,20001-40000,20077.13,1202.620087,0.059899999999999995
2025-01-07,PJ,pos,credit,D0/Nitro,1,40001-80000,44212.52,2648.329948,0.05990000000000001
2025-01-07,PJ,bank_slip,BankSlip,BankSlip,1,<=20000,4381.83,0.0,0.0
2025-01-07,PJ,tap,credit,D1Anticipation,1,>80000,164349.36,4897.610927999999,0.029799999999999997
2025-01-07,PJ,pos,debit,D0/Nitro,1,>80000,105357.9,2939.48541,0.027899999999999998
2025-01-07,PJ,tap,debit,D0/Nitro,1,>80000,473410.39,13208.149881,0.027899999999999998
2025-01-07,PF,pix,Pix,Pix,1,>80000,3238404.06,0.0,0.0
2025-01-07,PJ,pos,debit,D1Anticipation,1,>80000,2536225.92,23840.523648,0.0094
2025-01-07,PJ,tap,credit,D1Anticipation,1,>80000,202195.97,6025.439906,0.029799999999999997
2025-01-07,PJ,link,credit,D1Anticipation,1,>80000,100467.97,5515.691553,0.0549
2025-01-07,PF,link,credit,D1Anticipation,1,<=20000,1600.0,87.83999999999999,0.05489999999999999
2025-01-07,PJ,pix,Pix,Pix,1,>80000,2315127.7,0.0,0.0
2025-01-07,PJ,tap,debit,D1Anticipation,1,>80000,402077.91,3779.532354,0.0094
2025-01-07,PJ,tap,debit,D1Anticipation,1,<=20000,11393.03,178.87057099999998,0.0157
2025-01-07,PJ,pix,Pix,Pix,1,>80000,1692188.61,0.0,0.0
2025-01-07,PJ,pos,credit,D1Anticipation,1,>80000,1710188.98,50963.631604,0.0298
2025-01-07,PJ,pos,debit,D0/Nitro,1,>80000,236821.92,6607.3315680000005,0.0279
2025-01-07,PF,tap,debit,D0/Nitro,1,<=20000,146.75,4.094325,0.027900000000000005
2025-01-07,PJ,tap,debit,D1Anticipation,1,<=20000,5220.14,81.956198,0.0157
2025-01-07,PJ,link,credit,D0/Nitro,1,<=20000,18115.71,760.85982,0.042
2025-01-07,PJ,pos,credit,D0/Nitro,1,40001-80000,56210.14,3366.987386,0.059899999999999995
2025-01-07,PJ,tap,credit,D0/Nitro,1,40001-80000,46711.19,2798.000281,0.0599
2025-01-07,PF,link,credit,D1Anticipation,1,>80000,927893.15,50941.333935,0.054900000000000004
2025-01-07,PJ,pos,credit,D0/Nitro,1,>80000,163889.15,9816.960085,0.05990000000000001
2025-01-07,PJ,link,credit,D1Anticipation,1,>80000,254719.8,13984.117019999998,0.0549
2025-01-07,PF,pos,debit,D1Anticipation,1,<=20000,235.18,3.692326,0.0157
2025-01-07,PF,tap,credit,D1Anticipation,1,40001-80000,41536.59,1279.3269719999998,0.030799999999999998
2025-01-07,PJ,pos,debit,D1Anticipation,1,>80000,1671684.31,15713.832514000002,0.0094
2025-01-07,PJ,pos,credit,D0/Nitro,1,>80000,1562893.32,93617.309868,0.059899999999999995
2025-01-07,PF,tap,debit,D1Anticipation,1,<=20000,392.01,6.154557,0.0157
2025-01-07,PJ,pos,credit,D1Anticipation,1,>80000,3010362.5,89708.8025,0.0298
2025-01-07,PJ,bank_slip,BankSlip,BankSlip,1,40001-80000,41591.48,0.0,0.0
2025-01-07,PF,pix,Pix,Pix,1,<=20000,3045.92,0.0,0.0
2025-01-07,PF,link,credit,D1Anticipation,1,<=20000,87.9,4.82571,0.0549
2025-01-07,PF,pos,credit,D1Anticipation,1,<=20000,4012.18,138.018992,0.0344
2025-01-07,PF,tap,credit,D0/Nitro,1,<=20000,6612.12,396.065988,0.0599
2025-01-07,PF,tap,credit,D1Anticipation,1,20001-40000,22969.31,730.4240580000001,0.0318
2025-01-07,PF,pix,Pix,Pix,1,<=20000,1396.0,0.0,0.0
2025-01-07,PF,link,credit,D0/Nitro,1,>80000,1752093.0,73587.906,0.042
2025-01-07,PJ,pos,debit,D0/Nitro,1,>80000,2207838.92,61598.705868,0.0279
2025-01-07,PJ,link,credit,D1Anticipation,1,>80000,232225.59,12749.184891,0.054900000000000004
2025-01-07,PF,pix,Pix,Pix,1,<=20000,35.0,0.0,0.0
2025-01-07,PJ,tap,credit,D0/Nitro,1,<=20000,12460.37,746.376163,0.059899999999999995
2025-01-07,PJ,pos,debit,D0/Nitro,1,40001-80000,64268.01,1793.077479,0.0279
2025-01-07,PJ,link,credit,D0/Nitro,1,>80000,598943.05,25155.608100000005,0.042
2025-01-07,PF,link,credit,D0/Nitro,2,>80000,742339.38,45208.468242,0.0609
2025-01-07,PJ,link,credit,D0/Nitro,2,<=20000,8343.83,508.139247,0.0609
